InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Description
C558360,23168,-1,2011-06-28 15:10,1.25,16701,UNITED KINGDOM,CLASSIC CAFE SUGAR DISPENSER
C558361,82001S,-1,2011-06-28 15:13,3.75,15128,UNITED KINGDOM,SILVER RECORD COVER FRAME
C558361,23238,-1,2011-06-28 15:13,4.15,15128,UNITED KINGDOM,SET OF 4 KNICK KNACK TINS LONDON
C558361,23168,-3,2011-06-28 15:13,1.25,15128,UNITED KINGDOM,CLASSIC CAFE SUGAR DISPENSER
C558361,21429,-2,2011-06-28 15:13,1.95,15128,UNITED KINGDOM,RED GINGHAM ROSE JEWELLERY BOX
C558361,21232,-1,2011-06-28 15:13,1.25,15128,UNITED KINGDOM,STRAWBERRY CERAMIC TRINKET BOX
C558405,22720,-16,2011-06-29 10:30,4.95,13881,UNITED KINGDOM,SET OF 3 CAKE TINS PANTRY DESIGN
C558422,23300,-1,2011-06-29 11:54,1.65,16779,UNITED KINGDOM,GARDENERS KNEELING PAD CUP OF TEA
C558422,71053,-16,2011-06-29 11:54,3.75,16779,UNITED KINGDOM,WHITE METAL LANTERN
C558422,22998,-24,2011-06-29 11:54,0.42,16779,UNITED KINGDOM,TRAVEL CARD WALLET KEEP CALM
C558423,21890,-1,2011-06-29 12:05,3.25,16966,UNITED KINGDOM,S/6 WOODEN SKITTLES IN COTTON BAG
C558433,21708,-1,2011-06-29 12:31,4.95,14606,UNITED KINGDOM,FOLDING UMBRELLA CREAM POLKADOT
C558434,23175,-1,2011-06-29 12:36,3.25,15304,UNITED KINGDOM,REGENCY MILK JUG PINK
C558434,22699,-2,2011-06-29 12:36,2.95,15304,UNITED KINGDOM,ROSES REGENCY TEACUP AND SAUCER
C558436,22492,-36,2011-06-29 12:45,0.65,15805,UNITED KINGDOM,MINI PAINT SET VINTAGE
C558438,84978,-7,2011-06-29 12:51,1.25,15189,UNITED KINGDOM,HANGING HEART JAR T-LIGHT HOLDER
C558439,22804,-2,2011-06-29 12:53,2.95,12584,ITALY,CANDLEHOLDER PINK HANGING HEART
C558439,22848,-1,2011-06-29 12:53,16.95,12584,ITALY,BREAD BIN DINER STYLE PINK
C558439,22849,-1,2011-06-29 12:53,16.95,12584,ITALY,BREAD BIN DINER STYLE MINT
C558444,75049L,-4,2011-06-29 13:29,1.25,15311,UNITED KINGDOM,LARGE CIRCULAR MIRROR MOBILE
C558444,21313,-1,2011-06-29 13:29,0.85,15311,UNITED KINGDOM,GLASS HEART T-LIGHT HOLDER
C558444,84978,-1,2011-06-29 13:29,1.25,15311,UNITED KINGDOM,HANGING HEART JAR T-LIGHT HOLDER
C558444,21314,-5,2011-06-29 13:29,2.1,15311,UNITED KINGDOM,SMALL GLASS HEART TRINKET POT
C558444,82483,-1,2011-06-29 13:29,6.95,15311,UNITED KINGDOM,WOOD 2 DRAWER CABINET WHITE FINISH
C558444,40001,-2,2011-06-29 13:29,0.85,15311,UNITED KINGDOM,WHITE BAMBOO RIBS LAMPSHADE
C558444,23206,-1,2011-06-29 13:29,1.65,15311,UNITED KINGDOM,LUNCH BAG APPLE DESIGN
C558444,22778,-1,2011-06-29 13:29,3.95,15311,UNITED KINGDOM,GLASS BELL JAR SMALL
C558444,21033,-1,2011-06-29 13:29,2.08,15311,UNITED KINGDOM,JUMBO BAG CHARLIE AND LOLA TOYS
C558444,21929,-1,2011-06-29 13:29,2.08,15311,UNITED KINGDOM,JUMBO BAG PINK VINTAGE PAISLEY
C558444,85099B,-1,2011-06-29 13:29,2.08,15311,UNITED KINGDOM,JUMBO BAG RED RETROSPOT
C558444,22386,-1,2011-06-29 13:29,2.08,15311,UNITED KINGDOM,JUMBO BAG PINK POLKADOT
C558463,84029E,-1,2011-06-29 15:14,4.25,13982,UNITED KINGDOM,RED WOOLLY HOTTIE WHITE HEART
C558463,21535,-1,2011-06-29 15:14,2.55,13982,UNITED KINGDOM,RED RETROSPOT SMALL MILK JUG
C558463,21531,-1,2011-06-29 15:14,2.55,13982,UNITED KINGDOM,RED RETROSPOT SUGAR JAM BOWL
C558463,22464,-1,2011-06-29 15:14,1.65,13982,UNITED KINGDOM,HANGING METAL HEART LANTERN
C558465,22729,-1,2011-06-29 15:19,3.75,13418,UNITED KINGDOM,ALARM CLOCK BAKELIKE ORANGE
C558466,21110,-2,2011-06-29 15:20,6.75,12951,UNITED KINGDOM,LARGE CAKE TOWEL PINK SPOTS
C558468,22607,-1,2011-06-29 15:23,9.95,17389,UNITED KINGDOM,WOODEN ROUNDERS GARDEN SET
C558469,23243,-4,2011-06-29 15:31,4.95,17757,UNITED KINGDOM,SET OF TEA COFFEE SUGAR TINS PANTRY
C558471,22974,-1,2011-06-29 15:38,1.65,12408,BELGIUM,CHILDRENS DOLLY GIRL MUG
C558521,15058B,-2,2011-06-30 10:31,7.95,13113,UNITED KINGDOM,PINK POLKADOT GARDEN PARASOL
C558521,23298,-2,2011-06-30 10:31,4.95,13113,UNITED KINGDOM,"BUNTING , SPOTTY"
C558522,22429,-5,2011-06-30 10:33,4.25,15932,UNITED KINGDOM,ENAMEL MEASURING JUG CREAM
C558530,22171,-2,2011-06-30 11:26,8.5,15039,UNITED KINGDOM,3 HOOK PHOTO SHELF ANTIQUE WHITE
C558531,22424,-1,2011-06-30 11:31,12.75,15039,UNITED KINGDOM,ENAMEL BREAD BIN CREAM
C558553,23170,-576,2011-06-30 12:44,1.65,17949,UNITED KINGDOM,REGENCY TEA PLATE ROSES
C558559,20749,-1,2011-06-30 13:20,7.95,17648,UNITED KINGDOM,ASSORTED COLOUR MINI CASES
C558575,22693,-24,2011-06-30 14:58,1.25,12674,FRANCE,GROW A FLYTRAP OR SUNFLOWER IN TIN
C558615,21845,-4,2011-06-30 16:20,0.79,17719,UNITED KINGDOM,DAIRY MAID STRIPE MUG
C558698,20719,-1,2011-07-01 12:11,0.85,16746,UNITED KINGDOM,WOODLAND CHARLOTTE BAG
C558698,23205,-1,2011-07-01 12:11,0.85,16746,UNITED KINGDOM,CHARLOTTE BAG ALPHABET  DESIGN
C558698,20725,-1,2011-07-01 12:11,1.65,16746,UNITED KINGDOM,LUNCH BAG RED RETROSPOT
C558712,21735,-1,2011-07-01 13:06,12.75,17338,UNITED KINGDOM,TWO DOOR CURIO CABINET
C558712,82482,-2,2011-07-01 13:06,2.55,17338,UNITED KINGDOM,WOODEN PICTURE FRAME WHITE FINISH
C558716,51014L,-12,2011-07-01 13:22,0.39,17888,UNITED KINGDOM,"FEATHER PEN,LIGHT PINK"
C558716,51014C,-12,2011-07-01 13:22,0.39,17888,UNITED KINGDOM,"FEATHER PEN,COAL BLACK"
C558716,23002,-24,2011-07-01 13:22,0.42,17888,UNITED KINGDOM,TRAVEL CARD WALLET SKULLS
C558716,22998,-24,2011-07-01 13:22,0.42,17888,UNITED KINGDOM,TRAVEL CARD WALLET KEEP CALM
C558716,22997,-24,2011-07-01 13:22,0.42,17888,UNITED KINGDOM,TRAVEL CARD WALLET UNION JACK
C558716,22992,-12,2011-07-01 13:22,1.95,17888,UNITED KINGDOM,REVOLVER WOODEN RULER
C558716,22418,-10,2011-07-01 13:22,0.85,17888,UNITED KINGDOM,10 COLOUR SPACEBOY PEN
C558716,22374,-2,2011-07-01 13:22,4.25,17888,UNITED KINGDOM,AIRLINE BAG VINTAGE JET SET RED
C558716,22372,-1,2011-07-01 13:22,4.25,17888,UNITED KINGDOM,AIRLINE BAG VINTAGE WORLD CHAMPION
C558716,22371,-2,2011-07-01 13:22,4.25,17888,UNITED KINGDOM,AIRLINE BAG VINTAGE TOKYO 78
C558716,21829,-108,2011-07-01 13:22,0.21,17888,UNITED KINGDOM,DINOSAUR KEYRINGS ASSORTED
C558716,16259,-108,2011-07-01 13:22,0.08,17888,UNITED KINGDOM,PIECE OF CAMO STATIONERY SET
C558716,10133,-10,2011-07-01 13:22,0.42,17888,UNITED KINGDOM,COLOURING PENCILS BROWN TUBE
C558722,22838,-12,2011-07-01 14:18,14.95,12901,UNITED KINGDOM,3 TIER CAKE TIN RED AND CREAM
C558726,17003,-1,2011-07-01 14:32,0.29,16422,UNITED KINGDOM,BROCADE RING PURSE
C558727,22333,-1,2011-07-01 14:35,1.65,12709,GERMANY,RETROSPOT PARTY BAG + STICKER SET
C558727,22423,-1,2011-07-01 14:35,12.75,12709,GERMANY,REGENCY CAKESTAND 3 TIER
C558727,21658,-2,2011-07-01 14:35,3.95,12709,GERMANY,GLASS  BEURRE DISH
C558727,22605,-1,2011-07-01 14:35,14.95,12709,GERMANY,WOODEN CROQUET GARDEN SET
C558727,20914,-1,2011-07-01 14:35,2.95,12709,GERMANY,SET/5 RED RETROSPOT LID GLASS BOWLS
C558727,23168,-1,2011-07-01 14:35,1.25,12709,GERMANY,CLASSIC CAFE SUGAR DISPENSER
C558733,22990,-3,2011-07-01 15:06,4.95,16498,UNITED KINGDOM,COTTON APRON PANTRY DESIGN
C558735,22424,-1,2011-07-01 15:09,12.75,16700,UNITED KINGDOM,ENAMEL BREAD BIN CREAM
C558736,82484,-1,2011-07-01 15:14,7.95,18075,UNITED KINGDOM,WOOD BLACK BOARD ANT WHITE FINISH
C558736,23146,-2,2011-07-01 15:14,3.29,18075,UNITED KINGDOM,TRIPLE HOOK ANTIQUE IVORY ROSE
C558736,21471,-1,2011-07-01 15:14,3.75,18075,UNITED KINGDOM,STRAWBERRY RAFFIA FOOD COVER
C558739,84970S,-12,2011-07-01 15:35,0.85,16570,UNITED KINGDOM,HANGING HEART ZINC T-LIGHT HOLDER
C558739,84755,-20,2011-07-01 15:35,0.65,16570,UNITED KINGDOM,COLOUR GLASS T-LIGHT HOLDER HANGING
C558745,20712,-1,2011-07-01 17:02,2.08,14415,UNITED KINGDOM,JUMBO BAG WOODLAND ANIMALS
C558745,22377,-8,2011-07-01 17:02,2.1,14415,UNITED KINGDOM,BOTTLE BAG RETROSPOT
C558745,20723,-9,2011-07-01 17:02,0.85,14415,UNITED KINGDOM,STRAWBERRY CHARLOTTE BAG
C558745,22243,-1,2011-07-01 17:02,1.65,14415,UNITED KINGDOM,5 HOOK HANGER RED MAGIC TOADSTOOL
C558745,21314,-1,2011-07-01 17:02,2.1,14415,UNITED KINGDOM,SMALL GLASS HEART TRINKET POT
C558745,21733,-1,2011-07-01 17:02,2.95,14415,UNITED KINGDOM,RED HANGING HEART T-LIGHT HOLDER
C558745,21844,-1,2011-07-01 17:02,2.95,14415,UNITED KINGDOM,RED RETROSPOT MUG
C558745,23182,-1,2011-07-01 17:02,0.83,14415,UNITED KINGDOM,TOILET SIGN OCCUPIED OR VACANT
C558753,37500,-1,2011-07-03 11:54,4.95,15033,UNITED KINGDOM,TEA TIME TEAPOT IN GIFT BOX
C558753,21359,-1,2011-07-03 11:54,3.95,15033,UNITED KINGDOM,RELAX LARGE WOOD LETTERS
C558753,21364,-1,2011-07-03 11:54,6.75,15033,UNITED KINGDOM,PEACE SMALL WOOD LETTERS
C558764,23243,-8,2011-07-03 13:08,4.95,15023,UNITED KINGDOM,SET OF TEA COFFEE SUGAR TINS PANTRY
C558859,22781,-1,2011-07-04 12:17,7.65,17841,UNITED KINGDOM,GUMBALL MAGAZINE RACK
C558882,23089,-5,2011-07-04 14:47,1.65,13767,UNITED KINGDOM,GLASS BON BON JAR
C558882,21314,-3,2011-07-04 14:47,2.1,13767,UNITED KINGDOM,SMALL GLASS HEART TRINKET POT
C558883,23108,-4,2011-07-04 14:51,6.25,17063,UNITED KINGDOM,SET OF 10 LED DOLLY LIGHTS
C558884,22890,-1,2011-07-04 14:53,9.95,13763,UNITED KINGDOM,NOVELTY BISCUITS CAKE STAND 3 TIER
C558898,22798,-1,2011-07-04 15:59,2.95,14952,UNITED KINGDOM,ANTIQUE GLASS DRESSING TABLE POT
C558898,22667,-1,2011-07-04 15:59,2.95,14952,UNITED KINGDOM,RECIPE BOX RETROSPOT
C558898,22637,-8,2011-07-04 15:59,2.55,14952,UNITED KINGDOM,PIGGY BANK RETROSPOT
C558899,22927,-1,2011-07-04 16:00,5.95,14338,UNITED KINGDOM,GREEN GIANT GARDEN THERMOMETER
C558901,22456,-1,2011-07-04 16:07,4.95,18171,UNITED KINGDOM,NATURAL SLATE CHALKBOARD LARGE
C558903,22492,-1,2011-07-04 16:09,0.65,13115,UNITED KINGDOM,MINI PAINT SET VINTAGE
C558905,72760B,-1,2011-07-04 16:27,9.95,13826,UNITED KINGDOM,VINTAGE CREAM 3 BASKET CAKE STAND
C558969,22727,-1,2011-07-05 11:01,3.75,16729,UNITED KINGDOM,ALARM CLOCK BAKELIKE RED
C558969,22728,-1,2011-07-05 11:01,3.75,16729,UNITED KINGDOM,ALARM CLOCK BAKELIKE PINK
C559003,22801,-6,2011-07-05 12:19,3.75,13089,UNITED KINGDOM,ANTIQUE GLASS PEDESTAL BOWL
C559007,21928,-11,2011-07-05 12:42,2.08,13534,UNITED KINGDOM,JUMBO BAG SCANDINAVIAN BLUE PAISLEY
C559007,23110,-2,2011-07-05 12:42,5.75,13534,UNITED KINGDOM,PARISIENNE KEY CABINET
C559008,22570,-1,2011-07-05 12:44,3.75,15518,UNITED KINGDOM,FELTCRAFT CUSHION RABBIT
C559008,22568,-1,2011-07-05 12:44,3.75,15518,UNITED KINGDOM,FELTCRAFT CUSHION OWL
C559012,22900,-6,2011-07-05 12:50,3.25,17017,UNITED KINGDOM,SET 2 TEA TOWELS I LOVE LONDON
C559012,23122,-1,2011-07-05 12:50,0.83,17017,UNITED KINGDOM,PARTY CHARMS 50 PIECES
C559012,22971,-3,2011-07-05 12:50,2.55,17017,UNITED KINGDOM,QUEENS GUARD COFFEE MUG
C559019,21810,-48,2011-07-05 13:10,0.39,14034,UNITED KINGDOM,CHRISTMAS HANGING STAR WITH BELL
C559019,23212,-36,2011-07-05 13:10,1.25,14034,UNITED KINGDOM,HEART WREATH DECORATION WITH BELL
C559019,21824,-24,2011-07-05 13:10,0.39,14034,UNITED KINGDOM,PAINTED METAL STAR WITH HOLLY BELLS
C559022,22465,-3,2011-07-05 13:18,1.65,13021,UNITED KINGDOM,HANGING METAL STAR LANTERN
C559030,84857C,-1,2011-07-05 14:51,1.95,16571,UNITED KINGDOM,PINK MONTE CARLO HANDBAG
C559030,84510A,-1,2011-07-05 14:51,1.25,16571,UNITED KINGDOM,SET OF 4 ENGLISH ROSE COASTERS
C559030,23240,-2,2011-07-05 14:51,4.15,16571,UNITED KINGDOM,SET OF 4 KNICK KNACK TINS  DOILEY
C559030,22720,-1,2011-07-05 14:51,4.95,16571,UNITED KINGDOM,SET OF 3 CAKE TINS PANTRY DESIGN
C559030,22645,-2,2011-07-05 14:51,1.45,16571,UNITED KINGDOM,CERAMIC HEART FAIRY CAKE MONEY BANK
C559030,21915,-1,2011-07-05 14:51,1.25,16571,UNITED KINGDOM,RED  HARMONICA IN BOX
C559030,21868,-2,2011-07-05 14:51,1.25,16571,UNITED KINGDOM,POTTING SHED TEA MUG
C559030,21794,-2,2011-07-05 14:51,3.95,16571,UNITED KINGDOM,CLASSIC FRENCH STYLE BASKET NATURAL
C559030,20984,-24,2011-07-05 14:51,0.29,16571,UNITED KINGDOM,12 PENCILS TALL TUBE POSY
C559031,82580,-250,2011-07-05 14:53,0.55,15985,UNITED KINGDOM,BATHROOM METAL SIGN
C559033,22760,-1,2011-07-05 14:54,12.75,17389,UNITED KINGDOM,"TRAY, BREAKFAST IN BED"
C559049,23079,-2,2011-07-05 15:50,8.95,12494,FRANCE,TOADSTOOL BEDSIDE LIGHT
C559059,23444,-1,2011-07-06 10:00,15.0,13338,UNITED KINGDOM,NEXT DAY CARRIAGE
C559079,21927,-1,2011-07-06 10:44,1.25,17841,UNITED KINGDOM,BLUE/CREAM STRIPE CUSHION COVER
C559079,46000M,-1,2011-07-06 10:44,1.55,17841,UNITED KINGDOM,POLYESTER FILLER PAD 45X45CM
C559079,46138B,-3,2011-07-06 10:44,0.85,17841,UNITED KINGDOM,BLUE CHENILLE SHAGGY CUSHION COVER
C559079,23148,-1,2011-07-06 10:44,0.83,17841,UNITED KINGDOM,MINIATURE ANTIQUE ROSE HOOK IVORY
C559079,84509A,-1,2011-07-06 10:44,3.75,17841,UNITED KINGDOM,SET OF 4 ENGLISH ROSE PLACEMATS
C559105,23202,-1,2011-07-06 11:10,2.08,16393,UNITED KINGDOM,JUMBO BAG VINTAGE LEAF
C559105,20726,-1,2011-07-06 11:10,1.65,16393,UNITED KINGDOM,LUNCH BAG WOODLAND
C559105,20728,-1,2011-07-06 11:10,1.65,16393,UNITED KINGDOM,LUNCH BAG CARS BLUE
C559105,22138,-3,2011-07-06 11:10,4.95,16393,UNITED KINGDOM,BAKING SET 9 PIECE RETROSPOT
C559136,22139,-1,2011-07-06 13:21,4.95,17511,UNITED KINGDOM,RETROSPOT TEA SET CERAMIC 11 PC
C559136,37340,-1,2011-07-06 13:21,0.39,17511,UNITED KINGDOM,MULTICOLOUR SPRING FLOWER MUG
C559136,84970S,-5,2011-07-06 13:21,0.85,17511,UNITED KINGDOM,HANGING HEART ZINC T-LIGHT HOLDER
C559136,23108,-1,2011-07-06 13:21,6.25,17511,UNITED KINGDOM,SET OF 10 LED DOLLY LIGHTS
C559136,22197,-2,2011-07-06 13:21,0.85,17511,UNITED KINGDOM,POPCORN HOLDER
C559136,23288,-1,2011-07-06 13:21,0.85,17511,UNITED KINGDOM,GREEN VINTAGE SPOT BEAKER
C559136,21788,-1,2011-07-06 13:21,0.85,17511,UNITED KINGDOM,KIDS RAIN MAC BLUE
C559136,22383,-1,2011-07-06 13:21,1.65,17511,UNITED KINGDOM,LUNCH BAG SUKI  DESIGN
C559140,21974,-12,2011-07-06 13:42,1.45,13420,UNITED KINGDOM,SET OF 36 PAISLEY FLOWER DOILIES
C559149,21936,-5,2011-07-06 14:47,2.95,17469,UNITED KINGDOM,RED RETROSPOT PICNIC BAG
C559149,23146,-4,2011-07-06 14:47,3.29,17469,UNITED KINGDOM,TRIPLE HOOK ANTIQUE IVORY ROSE
C559175,22960,-11,2011-07-07 10:17,4.25,12507,SPAIN,JAM MAKING SET WITH JARS
C559189,22232,-16,2011-07-07 10:25,0.59,12626,GERMANY,JIGSAW TOADSTOOLS 3 PIECE
C559189,22028,-12,2011-07-07 10:25,0.42,12626,GERMANY,PENNY FARTHING BIRTHDAY CARD
C559193,22659,-1,2011-07-07 10:26,1.95,12379,BELGIUM,LUNCH BOX I LOVE LONDON
C559252,84078A,-4,2011-07-07 11:42,39.95,12980,UNITED KINGDOM,SET/4 WHITE RETRO STORAGE CUBES
C559253,23237,-1,2011-07-07 11:44,4.15,12472,GERMANY,SET OF 4 KNICK KNACK TINS LEAF
C559253,23236,-1,2011-07-07 11:44,2.89,12472,GERMANY,DOILEY BISCUIT TIN
C559253,22556,-1,2011-07-07 11:44,1.65,12472,GERMANY,PLASTERS IN TIN CIRCUS PARADE
C559253,22467,-2,2011-07-07 11:44,2.55,12472,GERMANY,GUMBALL COAT RACK
C559253,22430,-1,2011-07-07 11:44,4.95,12472,GERMANY,ENAMEL WATERING CAN CREAM
C559253,22333,-1,2011-07-07 11:44,1.65,12472,GERMANY,RETROSPOT PARTY BAG + STICKER SET
C559253,22326,-1,2011-07-07 11:44,2.95,12472,GERMANY,ROUND SNACK BOXES SET OF4 WOODLAND
C559253,21671,-2,2011-07-07 11:44,1.25,12472,GERMANY,RED SPOT CERAMIC DRAWER KNOB
C559253,21669,-1,2011-07-07 11:44,1.25,12472,GERMANY,BLUE STRIPE CERAMIC DRAWER KNOB
C559294,23242,-20,2011-07-07 12:29,2.08,17861,UNITED KINGDOM,TREASURE TIN BUFFALO BILL
C559303,22367,-2,2011-07-07 12:49,1.95,13510,UNITED KINGDOM,CHILDRENS APRON SPACEBOY DESIGN
C559303,23168,-2,2011-07-07 12:49,1.25,13510,UNITED KINGDOM,CLASSIC CAFE SUGAR DISPENSER
C559309,22727,-4,2011-07-07 13:18,3.75,17719,UNITED KINGDOM,ALARM CLOCK BAKELIKE RED
C559334,20897,-6,2011-07-07 15:50,2.95,16581,UNITED KINGDOM,VINTAGE NOTEBOOK PARIS DAYS
C559334,20898,-6,2011-07-07 15:50,2.95,16581,UNITED KINGDOM,VINTAGE NOTEBOOK TRAVELOGUE
C559344,22606,-1,2011-07-07 17:09,15.95,17837,UNITED KINGDOM,WOODEN SKITTLES GARDEN SET
C559345,21439,-408,2011-07-07 17:16,1.25,13984,UNITED KINGDOM,BASKET OF TOADSTOOLS
C559347,85159A,-24,2011-07-07 17:22,1.95,18072,UNITED KINGDOM,"BLACK TEA,COFFEE,SUGAR JARS"
C559347,85032C,-12,2011-07-07 17:22,0.65,18072,UNITED KINGDOM,CURIOUS IMAGES GIFT WRAP SET
C559347,85032D,-12,2011-07-07 17:22,0.65,18072,UNITED KINGDOM,YULETIDE IMAGES GIFT WRAP SET
C559347,35965,-24,2011-07-07 17:22,0.79,18072,UNITED KINGDOM,FOLKART HEART NAPKIN RINGS
C559347,22771,-12,2011-07-07 17:22,1.25,18072,UNITED KINGDOM,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN
C559347,22209,-12,2011-07-07 17:22,0.83,18072,UNITED KINGDOM,WOOD STAMP SET HAPPY BIRTHDAY
C559347,22208,-12,2011-07-07 17:22,0.83,18072,UNITED KINGDOM,WOOD STAMP SET THANK YOU
C559347,22161,-24,2011-07-07 17:22,0.19,18072,UNITED KINGDOM,HEART DECORATION RUSTIC HANGING
C559347,21673,-24,2011-07-07 17:22,1.25,18072,UNITED KINGDOM,WHITE SPOT BLUE CERAMIC DRAWER KNOB
C559347,21672,-12,2011-07-07 17:22,1.25,18072,UNITED KINGDOM,WHITE SPOT RED CERAMIC DRAWER KNOB
C559347,21671,-12,2011-07-07 17:22,1.25,18072,UNITED KINGDOM,RED SPOT CERAMIC DRAWER KNOB
C559347,21670,-12,2011-07-07 17:22,1.25,18072,UNITED KINGDOM,BLUE SPOT CERAMIC DRAWER KNOB
C559347,21373,-12,2011-07-07 17:22,0.75,18072,UNITED KINGDOM,MIRRORED WALL ART SNOWFLAKES
C559347,20840,-12,2011-07-07 17:22,0.85,18072,UNITED KINGDOM,FRENCH FLORAL CUSHION COVER
C559347,20838,-12,2011-07-07 17:22,0.85,18072,UNITED KINGDOM,FRENCH LATTICE CUSHION COVER
C559347,20836,-12,2011-07-07 17:22,0.83,18072,UNITED KINGDOM,FRENCH PAISLEY CUSHION COVER
C559348,47594A,-1,2011-07-07 17:25,1.95,16550,UNITED KINGDOM,CAROUSEL DESIGN WASHBAG
C559348,75049L,-2,2011-07-07 17:25,1.25,16550,UNITED KINGDOM,LARGE CIRCULAR MIRROR MOBILE
C559351,23275,-48,2011-07-07 17:42,1.25,13408,UNITED KINGDOM,SET OF 3 HANGING OWLS OLLIE BEAK
C559417,22617,-1,2011-07-08 11:08,4.95,13115,UNITED KINGDOM,BAKING SET SPACEBOY DESIGN
C559461,21427,-1,2011-07-08 13:04,2.1,14680,UNITED KINGDOM,SKULLS STORAGE BOX SMALL
C559461,21930,-1,2011-07-08 13:04,2.08,14680,UNITED KINGDOM,JUMBO STORAGE BAG SKULLS
C559461,23201,-1,2011-07-08 13:04,2.08,14680,UNITED KINGDOM,JUMBO BAG ALPHABET
C559461,22383,-1,2011-07-08 13:04,1.65,14680,UNITED KINGDOM,LUNCH BAG SUKI  DESIGN
C559461,22384,-1,2011-07-08 13:04,1.65,14680,UNITED KINGDOM,LUNCH BAG PINK POLKADOT
C559461,20727,-1,2011-07-08 13:04,1.65,14680,UNITED KINGDOM,LUNCH BAG  BLACK SKULL
C559461,85099B,-2,2011-07-08 13:04,2.08,14680,UNITED KINGDOM,JUMBO BAG RED RETROSPOT
C559461,20725,-10,2011-07-08 13:04,1.65,14680,UNITED KINGDOM,LUNCH BAG RED RETROSPOT
C559461,20726,-3,2011-07-08 13:04,1.65,14680,UNITED KINGDOM,LUNCH BAG WOODLAND
C559461,22628,-1,2011-07-08 13:04,4.95,14680,UNITED KINGDOM,PICNIC BOXES SET OF 3 RETROSPOT
C559467,21464,-1,2011-07-08 13:33,4.25,13078,UNITED KINGDOM,DISCO BALL ROTATOR BATTERY OPERATED
C559468,75049L,-13,2011-07-08 13:36,1.25,14905,UNITED KINGDOM,LARGE CIRCULAR MIRROR MOBILE
C559470,22193,-1,2011-07-08 13:38,8.5,15615,UNITED KINGDOM,RED DINER WALL CLOCK
C559473,71477,-1,2011-07-08 13:40,3.25,13769,UNITED KINGDOM,COLOUR GLASS STAR T-LIGHT HOLDER
C559474,22726,-1,2011-07-08 13:41,3.75,13078,UNITED KINGDOM,ALARM CLOCK BAKELIKE GREEN
C559474,22727,-1,2011-07-08 13:41,3.75,13078,UNITED KINGDOM,ALARM CLOCK BAKELIKE RED
C559486,23245,-2,2011-07-08 13:51,4.95,13047,UNITED KINGDOM,SET OF 3 REGENCY CAKE TINS
C559486,23236,-1,2011-07-08 13:51,2.89,13047,UNITED KINGDOM,DOILEY BISCUIT TIN
C559486,23110,-2,2011-07-08 13:51,5.75,13047,UNITED KINGDOM,PARISIENNE KEY CABINET
C559486,23118,-1,2011-07-08 13:51,7.5,13047,UNITED KINGDOM,PARISIENNE JEWELLERY DRAWER
C559486,22423,-1,2011-07-08 13:51,12.75,13047,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C559486,23028,-1,2011-07-08 13:51,1.65,13047,UNITED KINGDOM,DOORKNOB CRACKED GLAZE BLUE
C559486,22720,-1,2011-07-08 13:51,4.95,13047,UNITED KINGDOM,SET OF 3 CAKE TINS PANTRY DESIGN
C559486,23029,-1,2011-07-08 13:51,1.65,13047,UNITED KINGDOM,DOORKNOB CRACKED GLAZE GREEN
C559486,85123A,-1,2011-07-08 13:51,2.95,13047,UNITED KINGDOM,CREAM HANGING HEART T-LIGHT HOLDER
C559486,23111,-1,2011-07-08 13:51,12.5,13047,UNITED KINGDOM,PARISIENNE SEWING BOX
C559486,23112,-2,2011-07-08 13:51,7.5,13047,UNITED KINGDOM,PARISIENNE CURIO CABINET
C559495,23288,-1,2011-07-08 13:54,0.85,14267,UNITED KINGDOM,GREEN VINTAGE SPOT BEAKER
C559495,23245,-1,2011-07-08 13:54,4.95,14267,UNITED KINGDOM,SET OF 3 REGENCY CAKE TINS
C559498,21931,-2,2011-07-08 14:06,2.08,15078,UNITED KINGDOM,JUMBO STORAGE BAG SUKI
C559498,23245,-2,2011-07-08 14:06,4.95,15078,UNITED KINGDOM,SET OF 3 REGENCY CAKE TINS
C559500,21735,-1,2011-07-08 14:27,12.75,14016,IRELAND,TWO DOOR CURIO CABINET
C559502,22427,-2,2011-07-08 14:53,5.95,13338,UNITED KINGDOM,ENAMEL FLOWER JUG CREAM
C559502,22423,-1,2011-07-08 14:53,12.75,13338,UNITED KINGDOM,REGENCY CAKESTAND 3 TIER
C559502,21913,-1,2011-07-08 14:53,3.75,13338,UNITED KINGDOM,VINTAGE SEASIDE JIGSAW PUZZLES
C559502,22362,-4,2011-07-08 14:53,2.95,13338,UNITED KINGDOM,GLASS JAR PEACOCK BATH SALTS
C559530,22655,-1,2011-07-10 12:04,125.0,14808,UNITED KINGDOM,VINTAGE RED KITCHEN CABINET
C559531,22846,-1,2011-07-10 12:07,16.95,14808,UNITED KINGDOM,BREAD BIN DINER STYLE RED
C559533,20914,-1,2011-07-10 12:10,2.95,17126,UNITED KINGDOM,SET/5 RED RETROSPOT LID GLASS BOWLS
C559534,47594B,-2,2011-07-10 12:11,1.95,16283,UNITED KINGDOM,SCOTTIES DESIGN WASHBAG
C559540,21850,-36,2011-07-10 12:39,4.95,18024,UNITED KINGDOM,BLUE  DIAMANTE PEN IN GIFT BOX
